Date,ABEV3.SA,ITSA4.SA,PETR4.SA,VALE3.SA
2016-01-04,14.220699310302734,3.148401975631714,3.0273163318634033,8.448511123657227
2016-01-05,14.443800926208496,3.200875759124756,2.943591833114624,8.335331916809082
2016-01-06,14.30333137512207,3.2294979095458984,2.8202078342437744,7.722830295562744
2016-01-07,13.92322826385498,3.1817948818206787,2.7585155963897705,7.263455390930176
2016-01-08,14.10501480102539,3.1817948818206787,2.7629215717315674,7.017122268676758
2016-01-11,13.881915092468262,3.1436333656311035,2.6836037635803223,6.817394733428955
2016-01-12,14.030648231506348,3.105470895767212,2.4368362426757812,6.26481294631958
2016-01-13,13.90670394897461,3.1150100231170654,2.322265386581421,5.991851329803467
2016-01-14,13.92322826385498,3.129322052001953,2.507341146469116,6.424595832824707
2016-01-15,13.708394050598145,3.076848030090332,2.2781989574432373,6.238183498382568
2016-01-18,13.419185638427734,3.06253719329834,2.1151559352874756,5.918618679046631
2016-01-19,13.840600967407227,3.029144287109375,2.05346417427063,6.111688613891602
2016-01-20,13.667078018188477,2.995753288269043,1.9521119594573975,6.1316609382629395
2016-01-21,13.485289573669434,3.005293846130371,1.9829586744308472,6.085057258605957
2016-01-22,13.92322826385498,3.05299711227417,1.943299651145935,6.011823654174805
2016-01-26,13.914968490600586,3.100698947906494,1.8507611751556396,5.958562850952148
2016-01-27,14.72474479675293,3.105470895767212,2.0138044357299805,6.26481294631958
2016-01-28,14.782588958740234,3.172254800796509,2.027024507522583,6.211552619934082
2016-01-29,15.418843269348145,3.281973123550415,2.132782459259033,6.471199035644531
2016-02-01,15.310667991638184,3.301053762435913,2.0799028873443604,6.324731826782227
2016-02-02,14.961183547973633,3.029144287109375,1.8948270082473755,5.725546836853027
2016-02-03,15.061037063598633,3.186565399169922,1.9785517454147339,5.998509407043457
2016-02-04,15.277385711669922,3.2390387058258057,2.0843100547790527,6.883971691131592
2016-02-05,15.094322204589844,3.2342681884765625,2.0005853176116943,6.810737609863281
2016-02-10,14.927901268005371,3.2390387058258057,1.8992339372634888,6.790763854980469
2016-02-11,14.853013038635254,3.16748309135437,1.8639812469482422,6.571063041687012
2016-02-12,14.911256790161133,3.172254800796509,1.9609253406524658,6.824053764343262
2016-02-15,14.911256790161133,3.1770241260528564,2.0138044357299805,6.997152328491211
2016-02-16,14.952865600585938,3.224726915359497,1.9565190076828003,7.516444683074951
2016-02-17,15.194174766540527,3.2390387058258057,2.06227707862854,7.929215431213379
2016-02-18,15.310667991638184,3.1817948818206787,2.0226175785064697,7.662912368774414
2016-02-19,15.244100570678711,3.1875827312469482,1.9653325080871582,7.875955104827881
2016-02-22,15.468769073486328,3.2954680919647217,2.2209136486053467,8.7481050491333
2016-02-23,15.194174766540527,3.290564775466919,2.1680350303649902,8.242125511169434
2016-02-24,15.127604484558105,3.2660458087921143,2.1460018157958984,7.796065330505371
2016-02-25,14.736518859863281,3.290564775466919,2.154815196990967,7.336688995361328
2016-02-26,14.669950485229492,3.261141538619995,2.1460018157958984,7.323373794555664
2016-02-29,14.678272247314453,3.344507932662964,2.2649786472320557,7.862641334533691
2016-03-01,15.185853004455566,3.489495277404785,2.3398914337158203,8.528401374816895
2016-03-02,15.094322204589844,3.5435590744018555,2.4897146224975586,9.46712589263916
2016-03-03,15.343951225280762,3.8335306644439697,2.8951196670532227,10.399190902709961
2016-03-04,15.901458740234375,3.9858903884887695,3.181546449661255,11.01834774017334
2016-03-07,15.951387405395508,3.9367406368255615,3.247645854949951,11.704082489013672
2016-03-08,15.851533889770508,4.0743560791015625,3.29171085357666,10.006391525268555
2016-03-09,15.518692016601562,3.9760611057281494,3.3489973545074463,9.65353775024414
2016-03-10,15.502050399780273,4.123501777648926,3.503227472305298,9.320656776428223
2016-03-11,15.16089153289795,4.197224140167236,3.5649189949035645,9.234108924865723
2016-03-14,15.011114120483398,4.1677350997924805,3.2608654499053955,8.947832107543945
2016-03-15,15.227457046508789,3.926913022994995,2.9127461910247803,8.97446060180664
2016-03-16,15.219138145446777,3.828615665435791,3.1859543323516846,9.866581916809082
2016-03-17,15.585259437561035,4.221799373626709,3.5693259239196777,10.319297790527344
2016-03-18,15.327312469482422,4.216884136199951,3.578138589859009,10.206120491027832
2016-03-21,15.585259437561035,4.270945072174072,3.55169939994812,10.086282730102539
2016-03-22,15.593583106994629,4.118588924407959,3.5737321376800537,10.272695541381836
2016-03-23,15.809929847717285,3.9957172870635986,3.4283151626586914,9.400547981262207
2016-03-24,15.809929847717285,3.9957172870635986,3.4415342807769775,10.019705772399902
2016-03-28,16.059558868408203,4.152991771697998,3.719149112701416,10.09959888458252
2016-03-29,16.092844009399414,4.197224140167236,3.7411811351776123,10.046337127685547
2016-03-30,15.934744834899902,4.1628193855285645,3.719149112701416,10.345930099487305
2016-03-31,15.643507957458496,4.015376567840576,3.661863088607788,10.086282730102539
2016-04-01,15.668471336364746,4.015376567840576,3.68389630317688,10.325957298278809
2016-04-04,15.402198791503906,3.8826794624328613,3.3225576877593994,9.846609115600586
2016-04-05,15.568619728088379,3.863018035888672,3.437129020690918,10.179489135742188
2016-04-06,15.502050399780273,3.759807586669922,3.3401834964752197,10.033020973205566
2016-04-07,15.435480117797852,3.8138716220855713,3.3930623531341553,9.99307632446289
2016-04-08,15.45212459564209,4.039951801300049,3.639831304550171,10.811962127685547
2016-04-11,15.14424991607666,4.049781322479248,3.6971161365509033,11.297966957092285
2016-04-12,15.310667991638184,4.2365403175354,3.9835433959960938,12.476366996765137
2016-04-13,15.227457046508789,4.256201267242432,4.181839942932129,13.028946876525879
2016-04-14,15.593583106994629,4.1677350997924805,4.036421298980713,12.116856575012207
2016-04-15,15.80160903930664,4.2365403175354,4.269970417022705,12.383156776428223
2016-04-18,15.776644706726074,4.2021379470825195,4.0716753005981445,12.68275260925293
2016-04-19,15.909784317016602,4.197224140167236,4.234717845916748,13.621475219726562
2016-04-20,15.976349830627441,4.113671779632568,4.177433013916016,14.486964225769043
2016-04-22,15.94306468963623,4.0743560791015625,4.29641056060791,12.86916446685791
2016-04-25,15.91810131072998,4.03012228012085,4.111333847045898,12.02364730834961
2016-04-26,16.00963592529297,4.177563667297363,4.261157512664795,12.44307804107666
2016-04-27,16.109487533569336,4.280775547027588,4.516739845275879,12.949057579040527
2016-04-28,16.19269561767578,4.270945072174072,4.507925510406494,13.17541790008545
2016-04-29,16.13444709777832,4.256201267242432,4.507925510406494,13.108839988708496
2016-05-02,16.23430061340332,4.1628193855285645,4.481487274169922,13.228676795959473
2016-05-03,16.300870895385742,3.935758590698242,4.309630393981934,12.423105239868164
2016-05-04,16.309188842773438,4.000633716583252,4.3713226318359375,11.584246635437012
2016-05-05,15.926420211791992,3.9573824405670166,4.322849273681641,11.091583251953125
2016-05-06,15.676795959472656,3.9736006259918213,4.441827297210693,11.238048553466797
2016-05-09,15.718395233154297,4.027663707733154,4.177433013916016,10.139542579650879
2016-05-10,15.884819030761719,4.216884136199951,4.499113082885742,10.565629959106445
2016-05-11,15.69343376159668,4.189852237701416,4.516739845275879,10.612234115600586
2016-05-12,15.95970630645752,4.238509178161621,4.314036846160889,10.279353141784668
2016-05-13,15.610223770141602,4.141195297241211,4.1686201095581055,9.773374557495117
2016-05-16,15.618547439575195,4.119571685791016,4.29641056060791,9.939815521240234
2016-05-17,15.443803787231445,3.9898204803466797,4.186245918273926,10.072967529296875
2016-05-18,15.310667991638184,3.9898204803466797,4.10692834854126,9.79334831237793
2016-05-19,15.477090835571289,4.011443614959717,3.948291063308716,9.91318416595459
2016-05-20,15.427162170410156,3.9627890586853027,3.9218506813049316,9.407206535339355
2016-05-23,15.343951225280762,3.9736006259918213,3.745588779449463,9.613592147827148
2016-05-24,15.551976203918457,3.935758590698242,3.758808135986328,9.333971977233887
2016-05-25,15.793290138244629,3.9303507804870605,3.820500373840332,9.733429908752441
2016-05-27,16.059558868408203,3.9303507804870605,3.626610517501831,9.513729095458984
2016-05-30,15.934744834899902,3.9249460697174072,3.6927096843719482,9.507070541381836
2016-05-31,15.901458740234375,3.8600685596466064,3.5428857803344727,9.46712589263916
2016-06-01,16.092844009399414,3.9440433979034424,3.604578733444214,9.606934547424316
2016-06-02,16.04291534423828,3.954878568649292,3.6662707328796387,9.953130722045898
2016-06-03,16.225982666015625,3.981966972351074,3.7764341831207275,10.811962127685547
2016-06-06,16.159412384033203,3.927790880203247,3.7279624938964844,11.244707107543945
2016-06-07,15.884819030761719,3.9982194900512695,3.7984678745269775,11.031664848327637
2016-06-08,16.03459930419922,4.068648338317871,4.137773513793945,11.317939758300781
2016-06-09,15.94306468963623,4.095736503601074,4.0452351570129395,10.4524507522583
2016-06-10,15.57694149017334,3.8790340423583984,3.8689730167388916,9.953130722045898
2016-06-13,15.735038757324219,3.9169559478759766,3.7984678745269775,10.119571685791016
2016-06-14,15.45212459564209,3.841108560562134,3.6574578285217285,9.740086555480957
2016-06-15,15.377236366271973,3.835690975189209,3.749995708465576,9.986417770385742
2016-06-16,15.535335540771484,3.9223735332489014,3.745588779449463,10.139542579650879
2016-06-17,15.4854097366333,3.8681962490081787,3.9438846111297607,10.172832489013672
2016-06-20,15.468769073486328,3.9332077503204346,4.0452351570129395,10.365903854370117
2016-06-21,15.46044635772705,3.8952856063842773,4.199466228485107,10.38587474822998
2016-06-22,15.244100570678711,3.862778902053833,4.115740776062012,10.552315711975098
2016-06-23,15.402198791503906,4.003637790679932,4.261157512664795,11.0449800491333
2016-06-24,15.377236366271973,3.906120538711548,4.076081275939941,10.126228332519531
2016-06-27,15.568619728088379,3.7869319915771484,3.8689730167388916,9.853265762329102
2016-06-28,15.601903915405273,3.8952856063842773,4.054049015045166,10.292669296264648
2016-06-29,15.82657241821289,3.9873855113983154,4.186245918273926,10.459108352661133
2016-06-30,15.851533889770508,4.1119914054870605,4.150994300842285,10.83193588256836
2016-07-01,15.992992401123047,4.149912357330322,4.327256679534912,11.064952850341797
