Date,ABEV3,ITSA4,PETR4,VALE3
2019-01-02,14.685470581054688,9.976937294006348,12.641032218933105,37.18022537231445
2019-01-03,14.84914779663086,10.063694953918457,12.951013565063477,35.65925216674805
2019-01-04,15.049198150634766,10.032147407531738,12.987794876098633,37.98073959350586
2019-01-07,14.98554515838623,10.02425765991211,13.192697525024414,37.776973724365234
2019-01-08,14.685470581054688,10.158333778381348,13.11388874053955,38.140846252441406
2019-01-09,14.894614219665527,10.292414665222168,13.387093544006348,39.072357177734375
2019-01-10,15.321993827819824,10.221430778503418,13.271506309509277,38.64298629760742
2019-01-11,15.722092628479004,10.095240592956543,13.129651069641113,38.119014739990234
2019-01-14,15.949421882629395,10.24509334564209,13.056095123291016,38.27911376953125
2019-01-15,16.094913482666016,10.181995391845703,13.045586585998535,38.09718322753906
2019-01-16,16.18584442138672,10.1898832321167,13.040334701538086,38.31550979614258
2019-01-17,16.23130989074707,10.205657005310059,13.21896743774414,39.46533203125
2019-01-18,16.36771011352539,10.197772026062012,13.345062255859375,39.85103225708008
2019-01-21,16.36771011352539,10.158333778381348,13.41336441040039,40.22945785522461
2019-01-22,15.949421882629395,10.111014366149902,13.203205108642578,40.08391189575195
2019-01-23,15.62206745147705,10.24509334564209,13.360823631286621,40.498722076416016
2019-01-24,15.6038818359375,10.410717964172363,13.418617248535156,40.86259078979492
2019-01-28,16.322242736816406,10.639439582824707,13.014060020446777,30.82706069946289
2019-01-29,16.24949836730957,10.465925216674805,13.329299926757812,31.103601455688477
2019-01-30,16.34042739868164,10.584230422973633,13.460650444030762,33.91267395019531
2019-01-31,15.922142028808594,10.647322654724121,13.4396333694458,33.112159729003906
2019-02-01,16.46773338317871,10.678872108459473,13.555220603942871,33.6579704284668
2019-02-04,16.776901245117188,10.883932113647461,13.676063537597656,32.515419006347656
2019-02-05,16.949668884277344,10.544795989990234,13.702329635620117,32.39897537231445
2019-02-06,16.449546813964844,10.095240592956543,13.392349243164062,30.89983367919922
2019-02-07,17.049694061279297,10.111014366149902,13.182190895080566,30.266700744628906
2019-02-08,16.56775665283203,10.434374809265137,13.203205108642578,31.40925407409668
2019-02-11,17.013322830200195,10.363395690917969,13.050840377807617,30.579627990722656
2019-02-12,16.97694969177246,10.536908149719238,13.513189315795898,32.2388801574707
2019-02-13,16.722339630126953,10.308189392089844,13.686569213867188,33.10488510131836
2019-02-14,16.904205322265625,10.568455696105957,14.159428596496582,33.228607177734375
2019-02-15,16.81327247619629,10.434374809265137,14.101634979248047,33.388702392578125
2019-02-18,16.54047966003418,10.221430778503418,14.059601783752441,32.930233001708984
2019-02-19,16.658687591552734,10.434374809265137,14.385346412658691,33.10488510131836
2019-02-20,16.504104614257812,10.410717964172363,14.206713676452637,33.33048629760742
2019-02-21,16.658687591552734,10.694644927978516,14.395853996276855,33.024837493896484
2019-02-22,16.658687591552734,10.525903701782227,14.253997802734375,34.196495056152344
2019-02-25,16.722339630126953,10.452467918395996,14.028078079223633,34.29109573364258
2019-02-26,16.81327247619629,10.460627555847168,13.9650297164917,34.34932327270508
2019-02-27,16.695064544677734,10.313756942749023,14.227728843688965,34.08006286621094
2019-02-28,15.667533874511719,10.093443870544434,14.217220306396484,34.27654266357422
2019-03-01,15.240154266357422,10.019891738891602,14.028078079223633,34.01456069946289
2019-03-06,14.88552188873291,9.872777938842773,14.059601783752441,34.967899322509766
