Date,ABEV3.SA,BBAS3.SA,BBDC4.SA,BRML3.SA,IGTI3.SA,ITSA4.SA,LREN3.SA,PETR4.SA,RENT3.SA,VALE3.SA
2017-01-02,13.968292236328125,20.32769203186035,11.674997329711914,9.589639663696289,0.38928869366645813,5.180370807647705,17.249982833862305,7.3833417892456055,9.875713348388672,16.781999588012695
2017-01-03,14.250913619995117,21.257720947265625,12.169472694396973,10.113576889038086,0.38928869366645813,5.407523155212402,17.779266357421875,7.806399345397949,10.291206359863281,17.525339126586914
2017-01-04,14.139578819274902,21.147001266479492,12.092401504516602,10.097701072692871,0.38928869366645813,5.439074516296387,17.622713088989258,7.806399345397949,10.455140113830566,17.21059226989746
2017-01-05,14.216656684875488,21.095325469970703,12.226264953613281,10.327916145324707,0.38928869366645813,5.48954963684082,17.458715438842773,7.932307720184326,10.296859741210938,17.86686897277832
2017-01-06,14.096756935119629,21.324148178100586,12.303336143493652,10.224716186523438,0.38928869366645813,5.470620632171631,17.257442474365234,7.8869805335998535,10.294032096862793,17.391401290893555
2017-01-09,14.156706809997559,20.51959991455078,12.319560050964355,10.240593910217285,0.38928869366645813,5.527409076690674,17.10835075378418,7.720780372619629,10.415572166442871,17.74633026123047
2017-01-10,13.99398422241211,20.800081253051758,12.319560050964355,10.216776847839355,0.38928869366645813,5.48954963684082,17.071075439453125,7.79632568359375,10.33077621459961,19.11246109008789
2017-01-11,14.053935050964355,21.021522521972656,12.412863731384277,10.169145584106445,0.38928869366645813,5.527409076690674,17.078529357910156,7.8869805335998535,10.285551071166992,19.507568359375
2017-01-12,14.499277114868164,21.552961349487305,12.70492935180664,11.03443717956543,0.38928869366645813,5.6788458824157715,18.21909523010254,8.007852554321289,11.023263931274414,20.137062072753906
2017-01-13,14.653434753417969,20.991992950439453,12.603515625,10.955052375793457,0.38928869366645813,5.62205696105957,17.97308349609375,7.897054195404053,10.799971580505371,20.746461868286133
2017-01-16,14.602046966552734,21.006757736206055,12.627860069274902,10.891545295715332,0.38928869366645813,5.62205696105957,17.97308349609375,7.932307720184326,10.734966278076172,21.308984756469727
2017-01-17,14.730511665344238,21.34629249572754,12.988889694213867,10.851853370666504,0.38928869366645813,5.735635280609131,17.786710739135742,7.967563152313232,10.669952392578125,20.471899032592773
2017-01-18,14.78189468383789,21.16913604736328,12.859078407287598,10.597821235656738,0.38928869366645813,5.7040863037109375,17.741989135742188,7.952454566955566,10.387307167053223,21.50319480895996
2017-01-19,14.816152572631836,21.191282272338867,12.846904754638672,10.61369800567627,0.38928869366645813,5.697774410247803,17.630170822143555,7.9423828125,10.457967758178711,21.074604034423828
2017-01-20,14.858975410461426,21.663679122924805,12.786059379577637,10.629576683044434,0.38928869366645813,5.760871410369873,17.898536682128906,8.058218002319336,10.415572166442871,21.496498107910156
2017-01-23,14.850409507751465,22.64537239074707,13.078126907348633,11.113821983337402,0.38928869366645813,5.905999660491943,18.472537994384766,8.053180694580078,10.316645622253418,22.306804656982422
2017-01-24,14.876206398010254,22.217267990112305,13.029449462890625,11.15351390838623,0.38928869366645813,5.836592197418213,18.062543869018555,8.078363418579102,10.627558708190918,22.855934143066406
2017-01-26,14.884808540344238,23.619688034057617,13.321516990661621,11.090006828308105,0.38928869366645813,5.861831188201904,18.465089797973633,7.95749044418335,10.867807388305664,22.501005172729492
2017-01-27,14.89340591430664,23.1694278717041,13.362081527709961,10.962990760803223,0.38928869366645813,5.855521202087402,18.539634704589844,7.86683464050293,10.740615844726562,22.567974090576172
2017-01-30,14.59244155883789,22.52727699279785,13.126810073852539,10.81216049194336,0.38928869366645813,5.786111831665039,18.040176391601562,7.473997592926025,10.390132904052734,21.596946716308594
2017-01-31,14.790218353271484,22.962766647338867,13.264727592468262,11.645697593688965,0.38928869366645813,5.855521202087402,17.801624298095703,7.564653396606445,10.415572166442871,21.55006980895996
2017-02-01,14.89340591430664,23.073484420776367,13.155198097229004,11.907665252685547,0.38928869366645813,5.88076114654541,17.719627380371094,7.564653396606445,10.70387077331543,22.02553939819336
2017-02-02,14.755823135375977,22.85942840576172,12.663661003112793,11.661575317382812,0.38928869366645813,5.874449729919434,17.727083206176758,7.499180793762207,11.028916358947754,21.87151336669922
2017-02-03,14.91920280456543,22.800376892089844,12.97213363647461,11.804465293884277,0.38928869366645813,5.988027572631836,18.38308334350586,7.72581672668457,10.814104080200195,20.49868392944336
2017-02-06,14.678431510925293,22.232027053833008,12.704253196716309,11.60600471496582,0.38928869366645813,5.899690628051758,17.935810089111328,7.534433841705322,10.387307167053223,20.036609649658203
2017-02-07,14.635438919067383,22.438705444335938,12.683955192565918,11.629819869995117,0.38928869366645813,5.981717586517334,17.891077041625977,7.403488636016846,10.669952392578125,20.25090789794922
2017-02-08,14.583843231201172,22.67490005493164,12.919365882873535,11.709203720092773,0.38928869366645813,6.032196044921875,17.630170822143555,7.604942798614502,11.096752166748047,20.485292434692383
2017-02-09,14.523651123046875,22.601085662841797,12.996487617492676,11.867972373962402,0.38928869366645813,6.076364040374756,17.741989135742188,7.5797624588012695,10.913031578063965,20.813432693481445
2017-02-10,14.73862075805664,23.01443099975586,13.191313743591309,12.161696434020996,0.38928869366645813,6.133152484893799,18.427814483642578,7.8466901779174805,10.994998931884766,21.965267181396484
